TXN034,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN035,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN036,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN037,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN038,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN039,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN040,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN041,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN042,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN043,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN044,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN045,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN046,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN047,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.946767800
TXN048,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN049,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN050,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN051,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN052,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN053,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN054,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN055,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN056,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN057,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN058,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN059,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN060,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN061,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN062,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN063,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN064,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN065,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN066,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN067,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN068,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN069,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.947779600
TXN070,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN071,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN072,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN073,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN074,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN075,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN076,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN077,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN078,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN079,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN080,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN081,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN082,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN083,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN084,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN085,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN086,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN087,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN088,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN089,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN090,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN091,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN092,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN093,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN094,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN095,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN096,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN097,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN098,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN099,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN100,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN101,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN102,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN103,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.948778700
TXN104,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN105,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN106,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN107,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN108,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN109,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN110,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN111,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN112,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN113,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN114,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN115,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN116,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN117,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN118,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN119,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN120,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN121,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN122,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN123,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN124,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN125,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN126,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN127,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN128,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN129,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN130,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.950179700
TXN131,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN132,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN133,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN134,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN135,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN136,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN137,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN138,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN139,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN140,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN141,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN142,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN143,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN144,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN145,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN146,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN147,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN148,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN149,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN150,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN151,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN152,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN153,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN154,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN155,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN156,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN157,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN158,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN159,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN160,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN161,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN162,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN163,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN164,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN165,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN166,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN167,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN168,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN169,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.951195900
TXN170,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN171,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN172,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN173,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN174,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN175,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN176,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN177,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN178,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN179,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN180,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN181,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN182,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN183,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN184,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN185,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN186,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN187,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN188,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN189,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN190,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN191,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN192,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN193,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN194,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN195,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN196,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN197,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN198,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN199,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN200,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN201,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN202,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN203,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN204,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN205,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
TXN206,ACC001,DEPOSIT,1.00,2026-01-28T10:15:25.952197200
